ip,protocols
188.213.34.44,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
173.244.49.39,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
173.244.49.7,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
84.239.42.153,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
185.152.66.235,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
173.244.56.182,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
102.129.145.75,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
212.102.41.19,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
84.17.45.110,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
156.146.51.196,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
154.16.105.29,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
212.32.50.90,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
156.146.49.181,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
102.129.252.163,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
45.84.102.11,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
95.181.237.143,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
173.239.247.45,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
173.239.247.20,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
154.47.30.28,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
173.239.217.50,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
173.239.217.40,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
217.138.193.189,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
31.171.155.13,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
31.171.152.139,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
31.171.152.109,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
